x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11
531.689,545.070,370.672,671.248,172.606,611.771,297.858,315.877,526.877,86.231,562.760,423.358,315.620,64.697,178.131,149.098,115.040,282.056,nan,nan,nan,nan
533.283,542.869,371.046,670.783,171.947,609.710,297.644,315.905,526.982,86.022,563.000,422.598,315.486,65.184,177.473,149.632,115.000,282.121,nan,nan,nan,nan
534.187,540.815,371.132,670.298,171.802,609.305,296.633,315.710,527.503,86.919,563.179,421.739,315.450,65.591,177.667,149.483,114.506,281.977,nan,nan,nan,nan
535.093,539.640,371.442,670.161,171.676,607.748,296.019,315.385,527.482,86.784,563.059,421.779,316.636,69.194,177.462,149.434,114.467,282.247,nan,nan,nan,nan
535.641,538.285,372.041,670.716,171.108,607.131,296.371,315.744,527.912,84.573,563.411,421.244,315.195,69.092,177.634,148.276,115.344,282.676,nan,nan,nan,nan
536.302,537.296,372.051,670.165,171.319,607.753,297.345,316.383,529.029,79.323,564.526,420.575,315.356,67.801,177.801,148.594,115.389,283.087,nan,nan,nan,nan
538.176,539.715,372.076,669.555,171.291,607.309,297.210,316.101,530.273,78.403,560.741,426.729,316.524,68.521,177.765,148.772,114.746,282.962,nan,nan,nan,nan
539.760,538.835,372.123,669.392,171.050,606.553,296.421,316.098,531.646,75.486,555.293,424.006,316.497,66.864,177.761,148.349,114.587,283.194,nan,nan,nan,nan
545.102,530.975,372.488,669.317,170.959,605.772,296.389,316.140,532.568,75.139,549.198,421.774,316.677,65.650,177.817,148.243,114.345,283.070,nan,nan,nan,nan
550.409,529.806,372.843,669.475,170.829,605.329,296.156,316.183,534.085,75.691,547.006,420.375,317.712,67.564,177.868,148.269,114.796,283.075,nan,nan,nan,nan
554.132,524.294,372.462,668.672,170.828,605.227,295.772,315.974,534.614,74.417,546.113,418.559,317.634,66.464,177.868,148.269,114.048,283.016,nan,nan,nan,nan
556.795,523.590,373.491,668.245,170.997,605.375,295.512,315.777,534.424,71.973,545.423,417.724,318.011,67.794,177.732,148.466,113.697,283.082,nan,nan,nan,nan
559.023,521.897,377.546,670.561,170.820,604.922,295.724,316.212,534.930,73.675,545.248,416.697,318.492,68.032,177.732,148.466,113.686,283.283,nan,nan,nan,nan
560.363,521.726,380.824,671.374,170.774,604.735,294.691,315.807,535.501,73.128,545.126,415.724,318.536,68.076,177.288,149.349,113.420,283.272,nan,nan,nan,nan
561.523,520.773,380.950,669.498,170.762,604.671,294.682,315.357,535.668,72.818,545.418,414.701,318.583,67.603,176.715,149.120,115.983,283.564,nan,nan,nan,nan
562.551,520.141,382.568,669.414,170.814,604.577,290.875,314.155,535.870,72.405,535.027,408.977,319.083,68.323,177.047,147.444,114.027,283.042,nan,nan,nan,nan
563.112,520.759,382.938,669.020,170.737,604.069,290.327,314.285,536.310,73.352,528.091,402.015,319.280,68.815,177.441,147.322,111.298,282.253,nan,nan,nan,nan
564.029,520.290,383.610,668.599,170.768,603.879,292.120,315.550,537.928,73.684,527.752,397.366,319.374,68.464,177.616,146.082,110.679,282.020,nan,nan,nan,nan
564.734,519.542,383.717,668.208,170.772,604.038,290.195,315.054,539.622,70.370,527.237,392.942,319.714,69.069,177.678,146.404,109.503,282.028,nan,nan,nan,nan
565.344,519.660,383.763,667.537,170.773,603.855,288.585,314.394,542.162,65.142,527.091,389.629,319.700,68.950,177.684,146.526,107.914,281.326,nan,nan,nan,nan
565.872,519.203,384.530,667.688,170.808,603.921,290.620,315.361,545.005,63.069,524.734,386.483,319.865,69.239,177.684,146.526,108.487,282.049,nan,nan,nan,nan
565.926,519.415,384.443,667.492,170.661,603.528,289.752,315.214,546.558,62.008,522.861,384.247,320.099,69.760,177.678,146.404,106.918,282.069,nan,nan,nan,nan
566.542,520.225,384.464,666.630,170.920,604.114,290.435,315.608,547.223,62.328,522.935,382.881,320.245,69.764,177.678,146.404,105.951,281.603,nan,nan,nan,nan
566.861,522.786,384.948,667.085,169.438,603.034,290.616,315.895,548.077,61.942,522.739,381.056,320.316,70.006,177.738,146.256,106.528,281.591,nan,nan,nan,nan
571.443,517.453,385.020,666.464,167.868,599.924,290.611,315.882,548.284,62.245,522.685,380.313,320.342,69.539,177.696,145.863,107.404,282.604,nan,nan,nan,nan
575.373,520.698,385.483,666.301,166.764,597.329,290.143,315.979,549.211,61.380,521.883,379.387,320.433,69.844,177.762,145.061,106.862,282.253,nan,nan,nan,nan
583.558,517.176,385.606,666.486,164.362,593.438,290.170,315.910,549.432,61.668,522.737,378.747,320.583,69.988,177.702,145.322,107.337,282.982,nan,nan,nan,nan
587.874,516.781,385.251,665.582,163.660,591.854,289.764,315.909,549.908,62.195,523.118,378.757,321.072,71.763,177.761,145.987,106.994,283.030,nan,nan,nan,nan
591.456,517.189,385.679,665.552,161.859,588.906,290.722,316.136,550.266,61.570,522.794,377.736,320.913,71.031,177.244,147.166,107.488,283.468,nan,nan,nan,nan
594.130,515.591,391.045,666.231,161.423,588.460,290.752,316.232,550.766,61.390,523.503,377.594,322.345,74.242,175.267,144.836,107.516,283.477,nan,nan,nan,nan
594.822,517.701,393.039,665.737,161.178,587.668,289.787,316.189,550.724,62.181,523.196,376.795,327.648,68.312,175.741,143.288,107.489,283.770,nan,nan,nan,nan
595.697,518.070,400.215,668.675,160.433,586.585,289.537,316.269,551.093,61.543,522.462,376.451,331.104,58.338,175.414,143.342,107.376,283.837,nan,nan,nan,nan
596.639,518.179,399.355,666.639,160.812,586.595,289.856,316.450,551.223,61.801,522.766,376.040,333.345,56.635,174.972,141.847,108.983,285.266,nan,nan,nan,nan
597.625,518.124,397.126,663.409,159.510,584.953,290.432,316.729,551.156,63.180,522.214,375.563,336.115,54.270,175.376,141.884,108.182,287.221,nan,nan,nan,nan
597.616,518.849,396.558,662.459,159.502,584.646,290.688,316.724,553.039,63.914,522.167,375.283,336.673,55.286,175.447,142.953,106.094,287.737,nan,nan,nan,nan
598.914,518.520,398.229,662.713,159.293,584.172,290.658,314.512,557.787,58.616,523.167,375.001,337.649,54.437,175.306,142.576,101.394,288.050,nan,nan,nan,nan
599.431,518.493,398.498,662.225,159.429,584.369,290.450,314.624,561.541,52.863,524.912,374.428,338.070,54.816,175.042,142.523,98.060,287.618,nan,nan,nan,nan
599.857,518.489,398.217,661.556,158.892,583.323,290.472,313.970,565.454,51.810,526.131,373.914,338.394,54.958,175.462,143.164,95.412,288.241,nan,nan,nan,nan
600.687,518.282,398.167,661.193,158.782,583.198,291.505,314.537,568.012,51.832,524.779,372.032,338.991,55.021,175.495,143.042,94.263,288.788,nan,nan,nan,nan
601.030,518.385,398.584,661.038,158.690,583.121,291.967,314.967,570.095,50.866,524.999,371.219,338.765,55.692,175.269,143.477,93.535,289.501,nan,nan,nan,nan
601.038,518.821,399.041,660.935,158.245,582.291,291.338,314.067,570.194,51.566,524.957,370.813,339.958,54.231,175.471,144.176,93.315,289.886,nan,nan,nan,nan
601.952,518.218,399.843,660.842,158.355,582.401,291.159,313.956,570.540,52.200,524.960,370.407,339.898,55.242,175.247,143.766,92.835,290.270,nan,nan,nan,nan
602.818,516.842,399.503,660.489,158.069,581.963,291.097,313.699,572.116,50.884,523.801,370.478,340.637,54.169,175.193,144.043,90.655,290.373,nan,nan,nan,nan
602.324,518.669,398.964,660.179,158.140,581.959,291.097,313.699,572.022,51.613,524.885,369.637,340.667,54.736,175.109,144.034,90.999,290.637,nan,nan,nan,nan
602.381,518.978,400.024,660.505,158.052,581.845,291.250,313.930,572.943,50.869,525.702,369.176,340.598,55.306,175.229,144.373,90.827,291.011,nan,nan,nan,nan
602.397,518.994,399.395,659.862,157.904,581.563,291.242,313.856,573.419,50.706,526.225,369.272,341.011,54.541,175.113,143.907,90.996,291.395,nan,nan,nan,nan
603.164,518.610,399.252,659.361,157.834,581.585,291.342,313.961,574.049,50.705,527.372,368.826,341.270,54.308,175.188,144.214,90.935,291.764,nan,nan,nan,nan
603.328,518.779,399.253,659.292,157.667,581.247,291.328,313.908,573.307,51.453,526.795,368.624,342.122,53.421,174.947,145.468,90.689,291.943,nan,nan,nan,nan
603.376,519.009,399.590,659.150,157.856,581.269,291.547,314.160,574.349,50.614,527.512,368.503,341.758,54.337,173.993,141.371,90.771,292.164,nan,nan,nan,nan
603.560,519.053,400.468,659.752,157.874,581.228,292.106,315.115,574.346,50.864,527.335,368.513,341.322,55.311,173.189,137.749,90.790,292.488,nan,nan,nan,nan
602.965,519.962,401.333,658.386,157.847,581.097,292.122,314.913,574.284,51.188,528.584,368.074,342.367,55.799,173.455,136.781,90.454,292.712,nan,nan,nan,nan
599.849,520.252,402.441,658.494,157.712,580.706,292.067,315.010,574.115,51.473,526.535,373.175,348.854,58.672,173.537,135.792,89.894,292.865,nan,nan,nan,nan
596.404,520.226,402.307,657.408,157.717,580.762,292.128,314.973,574.213,51.906,523.714,379.635,356.844,58.129,173.372,136.622,90.130,293.034,nan,nan,nan,nan
593.247,519.372,403.051,657.186,157.869,580.820,293.128,316.338,574.619,51.436,527.215,383.669,364.375,57.979,173.546,136.753,90.697,293.309,nan,nan,nan,nan
590.381,520.030,403.272,656.750,157.263,580.651,294.185,315.858,573.680,52.119,526.704,387.566,370.501,57.965,173.944,135.663,90.533,293.756,nan,nan,nan,nan
588.171,519.538,403.675,656.733,156.542,582.594,295.740,314.473,575.243,50.738,528.298,390.259,376.912,57.651,173.990,135.699,90.047,293.683,nan,nan,nan,nan
586.657,519.515,402.758,656.025,152.611,582.938,295.259,313.250,575.575,50.570,528.488,391.860,378.627,57.751,173.990,135.699,91.263,293.808,nan,nan,nan,nan
585.717,519.795,403.395,656.087,152.754,581.892,295.367,312.590,575.573,50.608,529.733,392.271,381.522,57.699,173.990,135.699,91.960,293.552,nan,nan,nan,nan
585.369,520.310,403.171,655.424,151.452,578.984,294.959,306.524,575.832,50.656,530.390,392.206,385.701,57.806,173.990,135.699,89.429,292.940,nan,nan,nan,nan
584.485,520.547,403.192,655.423,149.462,577.321,295.350,305.772,574.626,52.492,529.917,393.279,386.981,57.884,173.990,135.699,90.249,293.308,nan,nan,nan,nan
584.820,521.545,403.113,654.937,148.557,575.613,295.915,303.434,571.464,55.856,530.724,393.111,386.889,57.774,173.990,135.699,88.600,292.728,nan,nan,nan,nan
584.732,522.096,403.071,654.373,145.901,573.004,296.181,304.853,566.732,55.598,530.727,393.469,390.420,58.076,173.990,135.699,88.217,292.633,nan,nan,nan,nan
584.918,522.496,403.584,654.706,145.760,572.762,296.938,303.326,565.718,57.172,532.827,393.654,388.713,58.578,173.916,135.829,87.994,292.673,nan,nan,nan,nan
583.764,521.597,402.998,654.049,146.283,573.135,297.150,303.920,565.075,56.515,533.827,404.446,390.033,58.922,173.932,135.813,88.131,292.945,nan,nan,nan,nan
584.424,522.688,403.043,653.996,145.477,572.249,297.275,305.408,563.963,57.089,534.267,407.735,390.199,59.433,173.905,134.582,88.515,292.996,nan,nan,nan,nan
584.449,522.974,403.399,654.050,145.123,571.986,297.507,303.858,563.943,57.697,535.337,412.461,389.613,59.766,173.732,133.398,90.321,293.401,nan,nan,nan,nan
583.892,522.683,403.743,653.402,144.760,571.447,297.487,303.670,563.261,58.227,536.587,414.679,390.873,59.722,173.877,129.269,89.454,293.279,nan,nan,nan,nan
584.108,523.020,405.031,650.348,144.812,571.271,297.478,304.327,563.687,58.457,537.800,416.047,387.265,59.874,173.837,128.570,89.673,293.360,nan,nan,nan,nan
584.087,523.117,413.189,648.472,144.627,571.033,297.546,304.371,563.720,58.618,537.846,416.576,386.952,59.890,174.100,126.752,90.150,293.457,nan,nan,nan,nan
584.296,523.432,422.120,648.510,144.780,571.271,297.718,303.318,564.402,60.151,538.624,417.878,388.177,59.878,174.153,126.194,89.572,293.519,nan,nan,nan,nan
584.491,523.974,423.938,645.486,144.792,571.252,297.506,305.595,564.110,59.724,538.654,419.159,386.748,60.007,174.312,126.936,88.805,293.277,nan,nan,nan,nan
584.741,524.389,425.299,644.305,144.948,571.244,297.494,305.507,564.584,60.755,539.565,418.473,386.795,59.939,174.312,126.936,88.551,293.316,nan,nan,nan,nan
584.897,524.361,424.470,643.238,144.836,571.199,297.519,305.286,564.756,61.227,539.026,417.981,386.795,59.939,174.312,126.936,89.132,293.634,nan,nan,nan,nan
584.700,524.215,423.323,641.664,144.787,571.088,297.557,305.333,565.110,61.815,539.195,417.727,386.845,59.944,174.312,126.936,89.551,293.768,nan,nan,nan,nan
584.675,524.768,427.495,641.874,144.787,571.088,297.548,305.623,566.599,63.632,540.216,419.078,387.556,59.954,174.312,126.936,88.051,293.587,nan,nan,nan,nan
583.225,526.420,421.611,640.495,144.787,571.088,297.487,306.401,565.524,63.623,540.368,419.016,387.710,59.833,174.312,126.936,89.180,293.723,nan,nan,nan,nan
570.890,524.388,421.461,640.343,144.787,571.088,297.529,306.968,563.059,57.873,540.422,418.338,385.422,62.370,174.312,126.936,88.689,294.091,nan,nan,nan,nan
565.820,522.949,422.221,639.542,144.786,571.055,297.809,308.544,562.362,57.789,540.636,418.147,383.512,61.621,174.312,126.936,94.803,296.635,nan,nan,nan,nan
563.008,524.359,424.943,639.110,144.853,571.554,297.549,307.389,561.618,56.731,540.446,418.194,381.399,60.260,174.312,126.936,95.560,297.193,nan,nan,nan,nan
563.288,525.103,423.241,638.690,146.168,571.416,298.966,306.875,561.521,57.233,540.336,418.179,381.384,58.025,174.312,126.936,96.936,295.767,nan,nan,nan,nan
560.479,523.485,422.122,638.624,144.907,568.754,299.677,306.448,561.531,57.611,540.451,418.979,381.521,55.571,174.312,126.936,97.433,294.309,nan,nan,nan,nan
560.715,523.655,424.583,638.046,141.261,565.788,300.346,303.208,561.695,58.431,540.396,418.368,380.802,55.855,174.312,126.936,97.306,292.561,nan,nan,nan,nan
560.683,523.710,424.045,637.773,139.614,563.451,301.632,306.200,562.065,58.480,540.454,419.031,380.635,57.027,174.312,126.936,97.697,294.626,441.792,643.455,nan,nan
562.908,525.941,422.257,637.568,136.443,560.506,301.602,302.787,562.180,59.605,540.403,418.717,380.578,57.235,174.312,126.936,97.678,292.299,nan,nan,nan,nan
562.657,525.915,422.131,637.417,135.713,558.534,302.899,304.266,562.153,59.564,540.429,418.945,380.823,56.495,174.263,126.583,97.562,292.202,442.071,642.365,nan,nan
562.411,525.897,424.314,637.011,133.643,556.798,302.955,304.623,562.009,59.403,540.432,418.741,379.925,58.056,174.350,126.947,97.044,292.302,nan,nan,nan,nan
562.851,526.160,422.243,636.773,132.196,554.888,302.961,304.090,562.768,60.296,540.296,417.073,380.447,58.022,175.086,126.924,97.336,292.583,nan,nan,nan,nan
562.567,526.065,421.868,636.822,132.873,556.203,303.257,304.483,563.173,61.027,540.279,417.479,380.393,58.510,174.970,120.819,97.522,293.978,nan,nan,nan,nan
562.947,526.332,424.045,636.436,132.856,555.785,304.139,304.873,563.188,61.446,540.310,417.220,380.444,57.652,175.985,115.403,97.545,294.304,nan,nan,nan,nan
562.762,526.321,427.420,633.905,132.298,555.013,304.035,304.251,563.396,61.692,540.320,416.778,380.667,56.654,176.570,110.729,97.762,294.762,nan,nan,nan,nan
562.559,526.272,429.052,630.914,131.689,554.671,304.021,304.286,563.132,61.583,540.402,417.856,380.725,57.629,176.665,107.777,97.704,295.148,446.833,633.281,nan,nan
562.588,526.325,434.614,627.571,131.527,554.294,303.794,304.277,565.804,62.910,540.398,416.556,380.833,56.625,177.577,104.433,97.874,295.913,nan,nan,nan,nan
563.486,526.552,433.815,625.936,131.858,555.002,303.708,304.069,568.479,56.881,540.398,416.556,380.524,56.793,177.736,103.622,97.616,296.171,nan,nan,nan,nan
560.510,526.449,434.092,623.926,131.652,554.597,304.093,304.939,570.227,51.585,540.789,414.913,380.968,56.175,177.242,104.104,98.471,298.002,nan,nan,nan,nan
558.206,527.536,429.940,623.196,131.773,554.528,304.085,304.642,572.369,51.769,540.789,414.913,380.908,56.677,177.232,103.173,99.024,299.609,nan,nan,nan,nan
553.420,530.385,430.676,622.025,131.458,554.135,304.170,306.480,573.246,51.044,541.022,415.995,380.960,56.258,177.182,103.015,98.921,296.149,nan,nan,nan,nan
544.765,532.275,431.061,620.921,131.058,553.677,304.378,305.432,573.845,52.128,543.640,413.074,380.923,56.453,177.350,101.794,98.385,293.479,nan,nan,nan,nan
540.769,535.849,430.095,620.740,130.427,553.046,304.238,305.124,574.629,49.876,549.524,424.652,380.934,56.492,177.582,101.193,99.313,294.110,nan,nan,nan,nan
536.702,539.219,430.378,620.134,130.482,553.220,304.294,305.346,575.299,50.063,556.901,429.442,385.790,57.958,177.592,99.882,99.191,292.727,nan,nan,nan,nan
534.946,541.805,430.467,619.480,130.325,552.927,304.383,305.669,575.267,51.927,561.637,431.515,406.671,70.541,177.622,99.504,99.096,293.092,nan,nan,nan,nan
533.299,543.016,430.125,619.056,130.100,552.519,305.009,305.726,575.557,51.098,564.546,432.111,407.875,76.154,177.193,100.602,99.434,293.643,nan,nan,nan,nan
532.131,544.738,430.342,618.579,130.767,553.436,305.034,306.024,575.839,51.307,566.894,433.126,398.222,68.300,177.457,99.171,99.402,292.913,nan,nan,nan,nan
532.058,545.304,429.793,618.279,130.754,553.358,305.939,307.538,576.202,51.220,567.746,433.399,383.954,61.229,177.013,101.783,99.363,292.750,nan,nan,nan,nan
531.577,546.195,430.866,617.560,130.834,553.362,309.081,307.678,576.390,51.942,568.943,433.414,375.660,61.265,177.198,100.402,99.541,293.314,nan,nan,nan,nan
530.406,547.309,430.866,616.976,130.834,553.362,310.373,306.363,576.474,54.945,569.937,434.317,370.056,62.011,176.984,101.186,100.032,294.123,nan,nan,nan,nan
529.583,547.904,431.024,616.611,130.475,552.953,313.277,304.024,581.008,55.135,570.292,433.983,367.388,63.125,177.022,101.659,100.131,294.588,nan,nan,nan,nan
530.377,548.861,430.472,616.524,130.716,553.062,316.365,300.819,587.271,50.000,570.501,433.999,364.412,61.877,177.164,99.425,100.133,294.575,nan,nan,nan,nan
528.676,548.927,429.684,616.544,130.716,553.062,318.010,299.740,592.860,47.181,571.453,434.391,363.315,62.216,177.108,99.152,99.972,295.069,nan,nan,nan,nan
529.767,550.007,431.136,615.757,130.329,552.855,320.777,297.159,597.232,45.547,571.691,434.567,362.434,62.850,177.145,99.266,101.254,295.149,nan,nan,nan,nan
531.294,550.510,429.654,615.942,130.329,552.855,321.143,296.807,596.145,48.074,572.048,434.687,361.892,62.979,177.371,98.337,101.831,293.864,nan,nan,nan,nan
523.586,557.386,430.118,615.549,130.329,552.855,322.562,295.551,598.340,47.483,572.346,434.588,361.471,63.908,178.224,99.803,101.517,292.107,nan,nan,nan,nan
524.131,564.747,430.428,614.956,130.329,552.855,323.617,294.707,599.621,47.074,571.593,432.714,360.824,64.333,178.467,100.431,102.294,289.842,nan,nan,nan,nan
519.580,571.874,430.055,615.044,130.329,552.855,324.163,294.351,600.609,47.208,575.365,432.372,360.763,64.948,178.880,99.497,102.857,291.134,nan,nan,nan,nan
519.128,576.321,430.539,614.663,130.329,552.855,324.420,294.498,600.017,47.793,580.140,436.874,360.118,65.174,178.541,99.069,103.259,291.690,nan,nan,nan,nan
518.740,579.061,429.664,614.673,130.329,552.855,325.325,293.909,600.477,47.783,586.068,438.758,360.218,66.762,179.430,97.442,103.473,290.967,nan,nan,nan,nan
518.314,581.829,429.112,614.970,130.042,552.028,325.552,293.775,600.952,47.618,588.354,438.484,360.237,67.246,177.819,99.247,103.751,290.890,nan,nan,nan,nan
517.877,583.830,429.872,618.439,132.119,550.942,326.043,293.222,601.476,47.643,592.594,439.667,359.971,67.738,177.667,98.448,103.835,290.473,nan,nan,nan,nan
517.163,585.880,431.396,619.286,133.269,544.948,327.481,292.446,601.836,47.743,593.673,439.220,360.273,68.631,177.675,98.406,103.931,290.019,nan,nan,nan,nan
517.979,586.536,431.830,619.949,132.646,539.023,327.904,291.959,601.562,48.071,595.582,439.077,359.583,68.287,177.425,98.983,104.140,290.756,nan,nan,nan,nan
517.816,587.448,431.486,621.027,132.190,535.729,328.566,291.628,601.642,48.075,596.285,439.526,359.637,69.353,177.468,98.548,104.132,290.639,nan,nan,nan,nan
517.682,588.578,430.629,620.537,131.661,534.868,328.700,291.876,602.136,48.183,596.771,438.806,359.704,69.634,177.575,98.205,104.053,290.485,nan,nan,nan,nan
518.308,589.047,431.082,621.093,131.194,534.719,329.193,291.556,602.273,48.175,597.720,439.183,359.500,69.851,177.550,98.085,104.140,290.774,nan,nan,nan,nan
517.763,590.031,431.077,621.198,131.163,534.361,329.047,291.643,602.872,47.939,597.695,438.846,360.270,69.985,176.954,98.521,104.450,290.695,nan,nan,nan,nan
517.761,590.780,429.743,620.346,131.268,535.227,329.027,291.710,603.016,48.011,597.764,438.990,368.076,70.215,176.796,98.823,104.408,290.543,nan,nan,nan,nan
518.387,590.727,430.098,620.560,131.395,535.658,328.379,292.123,603.344,48.096,598.583,439.335,373.606,67.045,176.583,99.117,104.789,292.771,nan,nan,nan,nan
517.907,591.654,429.779,620.614,131.287,535.453,328.808,291.953,603.217,48.164,598.291,439.234,378.058,65.565,176.598,99.070,105.685,292.712,nan,nan,nan,nan
518.300,591.246,429.430,620.301,131.287,535.453,328.611,292.399,603.503,47.960,598.459,439.545,380.910,66.793,176.598,99.070,104.301,290.355,nan,nan,nan,nan
521.133,589.978,428.838,619.903,131.361,535.792,329.313,291.923,603.727,47.860,598.308,439.240,381.316,67.883,176.486,99.467,104.819,289.264,nan,nan,nan,nan
517.275,598.265,428.916,619.879,131.543,536.117,329.217,291.929,603.313,48.199,599.015,439.792,383.416,67.550,176.420,99.337,103.873,285.983,nan,nan,nan,nan
519.356,601.265,429.423,620.328,131.509,535.833,328.814,292.495,604.294,47.854,599.250,439.687,383.532,68.617,176.264,99.495,104.098,286.923,nan,nan,nan,nan
517.561,608.980,428.841,619.929,131.336,535.669,328.746,292.708,604.246,47.916,598.833,438.776,384.403,68.430,176.369,99.219,104.075,287.187,nan,nan,nan,nan
518.503,612.863,428.394,619.418,131.677,536.267,329.684,290.750,604.316,48.080,597.269,436.949,384.759,68.570,175.642,99.341,104.425,287.715,nan,nan,nan,nan
519.819,613.144,427.978,618.925,131.153,534.825,331.581,289.544,602.665,49.168,596.228,437.327,385.058,68.764,173.554,98.863,104.455,287.883,nan,nan,nan,nan
519.909,614.423,427.882,619.043,131.153,534.825,332.239,290.452,603.694,50.958,595.297,437.830,385.092,69.051,174.823,95.928,104.667,288.466,nan,nan,nan,nan
520.437,615.079,427.758,618.941,132.149,536.760,333.713,290.169,608.029,51.887,594.002,437.144,385.811,69.182,175.918,94.691,104.550,288.578,nan,nan,nan,nan
521.043,614.627,427.755,619.155,131.912,536.102,334.226,290.843,611.815,50.195,593.000,437.767,385.811,69.182,175.929,91.216,104.441,288.702,nan,nan,nan,nan
520.692,616.619,427.545,618.776,127.838,536.434,335.068,291.328,613.780,50.683,592.604,435.973,385.980,69.182,176.167,89.550,104.513,288.748,nan,nan,nan,nan
520.937,616.531,427.165,618.307,124.304,534.969,336.003,290.726,616.739,51.375,592.198,435.531,386.011,69.490,175.905,88.266,104.826,289.514,nan,nan,nan,nan
520.722,617.600,426.877,617.925,122.226,533.716,336.251,291.332,619.912,52.173,591.599,435.654,386.147,69.490,175.886,87.888,104.619,289.512,nan,nan,nan,nan
521.497,616.960,427.322,618.373,117.687,532.679,336.454,291.745,618.593,53.216,591.241,435.712,386.259,69.474,175.655,88.228,104.653,289.524,nan,nan,nan,nan
520.789,618.517,427.080,618.228,117.339,533.420,336.973,290.984,619.883,52.816,591.036,435.600,385.747,69.782,175.463,88.371,104.725,289.754,nan,nan,nan,nan
521.525,618.332,426.799,617.791,115.768,533.370,337.330,291.183,619.426,53.447,590.881,434.757,386.345,69.738,175.645,87.724,104.998,290.327,nan,nan,nan,nan
521.886,617.577,426.382,617.301,114.179,532.701,336.952,292.048,619.800,53.572,590.875,433.610,386.345,69.738,175.663,87.940,104.641,289.857,nan,nan,nan,nan
521.602,619.091,426.898,617.669,114.176,533.150,337.667,291.222,619.107,53.751,590.282,434.995,386.403,69.592,175.683,87.550,105.220,291.129,nan,nan,nan,nan
521.470,619.607,426.426,617.233,113.939,533.002,337.594,291.642,619.348,53.947,590.627,433.653,386.390,69.647,175.492,87.496,105.212,290.959,nan,nan,nan,nan
521.865,619.224,426.073,616.898,113.944,533.107,337.658,292.216,619.861,53.918,589.782,432.746,386.271,69.826,175.492,87.496,105.351,291.329,nan,nan,nan,nan
521.717,619.771,426.222,617.139,114.114,533.155,338.106,291.709,619.435,53.987,582.008,433.416,386.561,69.788,175.570,87.701,105.203,291.372,nan,nan,nan,nan
522.060,619.304,425.774,616.660,113.534,533.346,337.903,292.289,619.456,54.183,577.006,433.004,385.817,70.293,175.246,88.211,105.259,291.700,nan,nan,nan,nan
522.070,619.413,426.021,616.902,113.534,533.346,337.753,292.984,619.290,54.266,570.922,433.555,385.817,70.293,175.246,88.211,105.391,291.819,nan,nan,nan,nan
521.696,620.268,426.103,616.856,113.886,533.199,338.075,292.694,619.257,54.759,566.860,430.109,385.913,70.106,175.246,88.211,105.277,291.598,nan,nan,nan,nan
521.894,619.850,426.004,616.704,113.936,533.243,338.119,292.519,619.699,54.441,564.401,428.659,385.307,70.991,175.246,88.211,105.561,291.876,nan,nan,nan,nan
522.515,619.863,425.614,616.236,114.029,533.299,337.118,292.858,619.053,54.754,561.638,427.837,383.033,66.523,175.328,87.837,105.540,291.909,nan,nan,nan,nan
522.546,619.898,425.816,616.430,114.017,533.322,336.734,292.552,619.240,54.948,560.653,426.603,382.096,66.744,175.332,87.837,105.754,292.364,nan,nan,nan,nan
522.505,620.442,425.807,616.371,114.062,533.335,337.950,291.602,619.208,55.015,559.978,425.950,379.881,64.262,175.560,87.785,105.877,292.702,nan,nan,nan,nan
525.132,617.714,425.334,615.815,113.818,533.269,337.878,292.674,619.208,55.015,559.237,425.220,378.000,63.504,175.540,87.790,105.932,292.917,nan,nan,nan,nan
523.469,625.242,424.885,615.329,114.075,533.428,338.491,292.170,619.208,55.015,558.963,424.310,377.551,63.743,175.540,87.790,105.953,292.882,nan,nan,nan,nan
527.184,631.673,425.678,616.054,113.284,533.311,338.536,293.389,618.991,55.098,558.159,424.086,376.342,61.632,175.588,87.722,106.257,293.344,nan,nan,nan,nan
531.712,632.361,423.936,614.298,114.337,533.388,338.583,292.252,619.133,55.166,559.554,422.206,376.443,62.612,175.372,87.716,106.227,293.575,nan,nan,nan,nan
534.065,637.459,423.185,615.124,109.793,534.116,339.245,293.493,619.232,55.193,557.933,422.712,376.542,63.983,175.258,88.280,106.581,294.217,nan,nan,nan,nan
535.713,640.017,419.940,617.291,106.536,533.889,339.336,293.496,618.452,55.494,556.012,420.997,375.847,62.760,175.051,88.231,106.790,294.549,nan,nan,nan,nan
537.690,641.541,419.795,621.447,103.715,533.983,339.025,292.875,614.630,57.756,546.922,418.741,375.931,63.125,175.115,88.985,106.507,293.998,nan,nan,nan,nan
538.624,643.297,418.681,627.536,100.845,534.978,339.016,292.844,610.833,54.657,538.307,414.249,375.655,62.821,175.265,91.066,107.010,294.810,nan,nan,nan,nan
539.794,642.246,417.736,629.468,99.553,535.437,338.990,292.287,608.330,53.745,538.250,410.542,375.865,63.973,176.213,90.778,107.574,295.814,nan,nan,nan,nan
540.867,645.848,417.549,631.556,99.385,535.639,339.355,294.087,608.188,54.347,534.402,406.867,375.806,64.386,174.751,90.026,107.468,297.945,nan,nan,nan,nan
545.208,650.472,416.592,634.211,97.542,536.061,339.332,294.290,607.329,54.822,533.884,404.809,375.775,65.063,175.060,89.533,105.594,299.589,nan,nan,nan,nan
